ThroughputStat:last
568887,7
566376,9
570325,6
556763
562696,96666667
560236,46666667
561195,5
559770,3
560031,73333333
559218,43333333
567449
551319,56666667
553632,3
557221,4
561480,6
573011,7
566407,83333333
559999,96666667
555036,73333333
564932,36666667
559297,63333333
562018,2
556576,06666667
562188,4
562515,33333333
557274,06666667
558925,13333333
558000,06666667
568788,36666667
563465,13333333
556158,7
566753,16666667
561263,03333333
561200,6
565139,63333333
