avgWaitingTimeFrame:mean
2,4622467771639
2,6238532110092
2,5640204865557
2,5037267080745
2,6053143227479
2,5957170668397
2,5822050290135
2,5756600128783
2,5632992327366
2,537106918239
2,5707879564382
2,5156054931336
2,536769327467
2,4937655860349
2,5508259212198
2,62100456621
2,5537974683544
2,6093445814406
2,5833869929169
2,6449275362319
2,6490066225166
2,623606557377
2,6518861681006
2,5115842204133
2,5639386189258
2,7088693297224
2,5581691036236
2,4965732087227
2,5333753148615
2,6352324819908
2,5873629916183
2,7627235213205
2,62109375
2,5680511182109
2,6145833333333
