AVGQLen:mean
39,607569721116
39,834661354582
39,46812749004
40,512948207171
41,15687250996
41,892430278884
41,272908366534
42,011454183267
39,492529880478
40,494023904382
40,89890438247
41,058266932271
41,925298804781
39,33764940239
40,443725099602
38,591135458167
40,567231075697
38,429780876494
39,947709163347
40,03735059761
41,97061752988
40,803784860558
39,169820717131
38,31922310757
40,493027888446
41,516434262948
40,908864541833
40,883466135458
43,272410358566
39,588645418327
39,54780876494
38,971613545817
40,120019920319
39,947211155378
40,42280876494
