B_Minus1
0
0
0
0
0,0026666666666667
0
0
0
0
0
0
0
0
0
0
0
0
0
0,0026666666666667
0,0026666666666667
0
0
0
0
0
0
0
0
0
0
0
0
0,0026666666666667
0,0026666666666667
0
