avgBGrant:mean
9,5609756097561
9,5869297163995
9,6270769230769
9,9017632241814
9,364238410596
9,5833333333333
9,7342482844666
9,6243842364532
9,9671509791535
9,8538413491568
9,9657577679138
10,152356358941
10,381578947368
9,9031446540881
10,16999356085
10,07024265645
9,8733375554148
9,3964996982498
9,9846645367412
9,5517452541335
10,022929936306
9,4392749244713
10,187012987013
9,6466212027278
9,6815365551425
9,3365098272781
9,8076681332495
10,030612244898
9,1697220579539
9,6568265682657
9,670356703567
9,5300613496933
9,7669781931464
10,04996796925
9,5595886267393
