run,K,N,repetition,module,name,value
simulationTest-490-20260110-11:33:28-84681,1000,16,0,System.oracle,AvgQLStat:mean,47.910856573705
simulationTest-491-20260110-11:33:28-84682,1000,16,1,System.oracle,AvgQLStat:mean,48.642679282869
simulationTest-492-20260110-11:33:29-84683,1000,16,2,System.oracle,AvgQLStat:mean,49.918326693227
simulationTest-493-20260110-11:33:29-84684,1000,16,3,System.oracle,AvgQLStat:mean,48.693227091633
simulationTest-494-20260110-11:33:29-84685,1000,16,4,System.oracle,AvgQLStat:mean,49.066484063745
simulationTest-495-20260110-11:33:30-84686,1000,16,5,System.oracle,AvgQLStat:mean,45.923306772908
simulationTest-496-20260110-11:33:30-84687,1000,16,6,System.oracle,AvgQLStat:mean,50.435507968127
simulationTest-497-20260110-11:33:31-84688,1000,16,7,System.oracle,AvgQLStat:mean,50.520169322709
simulationTest-498-20260110-11:33:31-84689,1000,16,8,System.oracle,AvgQLStat:mean,47.786603585657
simulationTest-499-20260110-11:33:32-84690,1000,16,9,System.oracle,AvgQLStat:mean,46.331175298805
simulationTest-500-20260110-11:33:32-84691,1000,16,10,System.oracle,AvgQLStat:mean,48.576444223108
simulationTest-501-20260110-11:33:32-84692,1000,16,11,System.oracle,AvgQLStat:mean,50.505478087649
simulationTest-502-20260110-11:33:33-84693,1000,16,12,System.oracle,AvgQLStat:mean,50.75
simulationTest-503-20260110-11:33:33-84694,1000,16,13,System.oracle,AvgQLStat:mean,51.302290836653
simulationTest-504-20260110-11:33:34-84695,1000,16,14,System.oracle,AvgQLStat:mean,48.614292828685
simulationTest-505-20260110-11:33:34-84696,1000,16,15,System.oracle,AvgQLStat:mean,51.207420318725
simulationTest-506-20260110-11:33:34-84697,1000,16,16,System.oracle,AvgQLStat:mean,47.546065737052
simulationTest-507-20260110-11:33:35-84698,1000,16,17,System.oracle,AvgQLStat:mean,48.370517928287
simulationTest-508-20260110-11:33:35-84700,1000,16,18,System.oracle,AvgQLStat:mean,47.826942231076
simulationTest-509-20260110-11:33:36-84701,1000,16,19,System.oracle,AvgQLStat:mean,51.184013944223
