run,K,N,repetition,module,name,value
simulationTest-840-20260110-11:36:31-85096,1000,24,0,System.oracle,AvgQLStat:mean,149.76693227092
simulationTest-841-20260110-11:36:32-85097,1000,24,1,System.oracle,AvgQLStat:mean,163.19405710491
simulationTest-842-20260110-11:36:33-85099,1000,24,2,System.oracle,AvgQLStat:mean,165.17795484728
simulationTest-843-20260110-11:36:33-85100,1000,24,3,System.oracle,AvgQLStat:mean,166.72277556441
simulationTest-844-20260110-11:36:34-85101,1000,24,4,System.oracle,AvgQLStat:mean,159.43974103586
simulationTest-845-20260110-11:36:34-85102,1000,24,5,System.oracle,AvgQLStat:mean,163.59943559097
simulationTest-846-20260110-11:36:35-85103,1000,24,6,System.oracle,AvgQLStat:mean,162.87383798141
simulationTest-847-20260110-11:36:36-85104,1000,24,7,System.oracle,AvgQLStat:mean,155.52357237716
simulationTest-848-20260110-11:36:36-85105,1000,24,8,System.oracle,AvgQLStat:mean,165.65089641434
simulationTest-849-20260110-11:36:37-85106,1000,24,9,System.oracle,AvgQLStat:mean,150.77423638778
simulationTest-850-20260110-11:36:38-85107,1000,24,10,System.oracle,AvgQLStat:mean,157.65720451527
simulationTest-851-20260110-11:36:38-85108,1000,24,11,System.oracle,AvgQLStat:mean,154.36205179283
simulationTest-852-20260110-11:36:39-85112,1000,24,12,System.oracle,AvgQLStat:mean,164.06889110226
simulationTest-853-20260110-11:36:39-85113,1000,24,13,System.oracle,AvgQLStat:mean,152.14027224436
simulationTest-854-20260110-11:36:40-85114,1000,24,14,System.oracle,AvgQLStat:mean,155.39873837981
simulationTest-855-20260110-11:36:41-85115,1000,24,15,System.oracle,AvgQLStat:mean,151.76062416999
simulationTest-856-20260110-11:36:41-85116,1000,24,16,System.oracle,AvgQLStat:mean,164.39143426295
simulationTest-857-20260110-11:36:42-85117,1000,24,17,System.oracle,AvgQLStat:mean,155.74817397078
simulationTest-858-20260110-11:36:43-85118,1000,24,18,System.oracle,AvgQLStat:mean,166.24501992032
simulationTest-859-20260110-11:36:43-85119,1000,24,19,System.oracle,AvgQLStat:mean,165.42828685259
