run,K,N,repetition,module,name,value
simulationTest-140-20260110-11:31:07-84289,1000,8,0,System.oracle,throughputStat:last,207212.06666667
simulationTest-141-20260110-11:31:08-84290,1000,8,1,System.oracle,throughputStat:last,208168.9
simulationTest-142-20260110-11:31:08-84291,1000,8,2,System.oracle,throughputStat:last,207518.66666667
simulationTest-143-20260110-11:31:08-84292,1000,8,3,System.oracle,throughputStat:last,207467.96666667
simulationTest-144-20260110-11:31:08-84293,1000,8,4,System.oracle,throughputStat:last,207836.96666667
simulationTest-145-20260110-11:31:08-84294,1000,8,5,System.oracle,throughputStat:last,208226.43333333
simulationTest-146-20260110-11:31:09-84295,1000,8,6,System.oracle,throughputStat:last,207921.46666667
simulationTest-147-20260110-11:31:09-84296,1000,8,7,System.oracle,throughputStat:last,207538.23333333
simulationTest-148-20260110-11:31:09-84297,1000,8,8,System.oracle,throughputStat:last,206745.26666667
simulationTest-149-20260110-11:31:09-84298,1000,8,9,System.oracle,throughputStat:last,207105.06666667
simulationTest-150-20260110-11:31:09-84299,1000,8,10,System.oracle,throughputStat:last,209731.5
simulationTest-151-20260110-11:31:10-84300,1000,8,11,System.oracle,throughputStat:last,207140.13333333
simulationTest-152-20260110-11:31:10-84301,1000,8,12,System.oracle,throughputStat:last,207418.33333333
simulationTest-153-20260110-11:31:10-84302,1000,8,13,System.oracle,throughputStat:last,208785.7
simulationTest-154-20260110-11:31:10-84303,1000,8,14,System.oracle,throughputStat:last,207736.03333333
simulationTest-155-20260110-11:31:10-84304,1000,8,15,System.oracle,throughputStat:last,207765.36666667
simulationTest-156-20260110-11:31:11-84305,1000,8,16,System.oracle,throughputStat:last,207752.06666667
simulationTest-157-20260110-11:31:11-84306,1000,8,17,System.oracle,throughputStat:last,208633.96666667
simulationTest-158-20260110-11:31:12-84307,1000,8,18,System.oracle,throughputStat:last,207711.33333333
simulationTest-159-20260110-11:31:12-84308,1000,8,19,System.oracle,throughputStat:last,207040.83333333
