run,K,N,repetition,module,name,value
simulationTest-35-20260110-11:30:42-84179,5,8,0,System.oracle,throughputStat:last,206765.9
simulationTest-36-20260110-11:30:43-84183,5,8,1,System.oracle,throughputStat:last,207252.66666667
simulationTest-37-20260110-11:30:43-84184,5,8,2,System.oracle,throughputStat:last,206650.4
simulationTest-38-20260110-11:30:43-84185,5,8,3,System.oracle,throughputStat:last,206349.43333333
simulationTest-39-20260110-11:30:43-84186,5,8,4,System.oracle,throughputStat:last,206613.2
simulationTest-40-20260110-11:30:44-84187,5,8,5,System.oracle,throughputStat:last,206947.06666667
simulationTest-41-20260110-11:30:44-84188,5,8,6,System.oracle,throughputStat:last,208019.86666667
simulationTest-42-20260110-11:30:44-84189,5,8,7,System.oracle,throughputStat:last,206469.16666667
simulationTest-43-20260110-11:30:44-84190,5,8,8,System.oracle,throughputStat:last,204557.16666667
simulationTest-44-20260110-11:30:44-84191,5,8,9,System.oracle,throughputStat:last,207278.13333333
simulationTest-45-20260110-11:30:45-84192,5,8,10,System.oracle,throughputStat:last,207680.1
simulationTest-46-20260110-11:30:45-84194,5,8,11,System.oracle,throughputStat:last,206543.43333333
simulationTest-47-20260110-11:30:45-84195,5,8,12,System.oracle,throughputStat:last,206170.5
simulationTest-48-20260110-11:30:45-84196,5,8,13,System.oracle,throughputStat:last,207926.4
simulationTest-49-20260110-11:30:46-84197,5,8,14,System.oracle,throughputStat:last,206862.4
simulationTest-50-20260110-11:30:46-84198,5,8,15,System.oracle,throughputStat:last,207547.86666667
simulationTest-51-20260110-11:30:47-84200,5,8,16,System.oracle,throughputStat:last,206883.73333333
simulationTest-52-20260110-11:30:47-84201,5,8,17,System.oracle,throughputStat:last,207937.56666667
simulationTest-53-20260110-11:30:47-84202,5,8,18,System.oracle,throughputStat:last,206020.26666667
simulationTest-54-20260110-11:30:48-84203,5,8,19,System.oracle,throughputStat:last,206222.03333333
