run,K,N,repetition,module,name,value
simulationTest-0-20260110-11:30:33-84135,2,8,0,System.oracle,throughputStat:last,34829.866666667
simulationTest-1-20260110-11:30:33-84136,2,8,1,System.oracle,throughputStat:last,34948.066666667
simulationTest-2-20260110-11:30:34-84137,2,8,2,System.oracle,throughputStat:last,34199.5
simulationTest-3-20260110-11:30:34-84138,2,8,3,System.oracle,throughputStat:last,34801.633333333
simulationTest-4-20260110-11:30:34-84139,2,8,4,System.oracle,throughputStat:last,33809.933333333
simulationTest-5-20260110-11:30:35-84140,2,8,5,System.oracle,throughputStat:last,34414.866666667
simulationTest-6-20260110-11:30:35-84141,2,8,6,System.oracle,throughputStat:last,35000.1
simulationTest-7-20260110-11:30:35-84142,2,8,7,System.oracle,throughputStat:last,34838.433333333
simulationTest-8-20260110-11:30:35-84143,2,8,8,System.oracle,throughputStat:last,34143.766666667
simulationTest-9-20260110-11:30:35-84144,2,8,9,System.oracle,throughputStat:last,34726.533333333
simulationTest-10-20260110-11:30:36-84145,2,8,10,System.oracle,throughputStat:last,34721.933333333
simulationTest-11-20260110-11:30:36-84146,2,8,11,System.oracle,throughputStat:last,34991.766666667
simulationTest-12-20260110-11:30:36-84147,2,8,12,System.oracle,throughputStat:last,34375.466666667
simulationTest-13-20260110-11:30:36-84148,2,8,13,System.oracle,throughputStat:last,34821.333333333
simulationTest-14-20260110-11:30:37-84149,2,8,14,System.oracle,throughputStat:last,34411.066666667
simulationTest-15-20260110-11:30:37-84150,2,8,15,System.oracle,throughputStat:last,34210.366666667
simulationTest-16-20260110-11:30:37-84151,2,8,16,System.oracle,throughputStat:last,34666.833333333
simulationTest-17-20260110-11:30:38-84152,2,8,17,System.oracle,throughputStat:last,34277.366666667
simulationTest-18-20260110-11:30:38-84159,2,8,18,System.oracle,throughputStat:last,34954.7
simulationTest-19-20260110-11:30:39-84160,2,8,19,System.oracle,throughputStat:last,34196.9
simulationTest-20-20260110-11:30:39-84164,2,8,20,System.oracle,throughputStat:last,34135
simulationTest-21-20260110-11:30:39-84165,2,8,21,System.oracle,throughputStat:last,34788.7
simulationTest-22-20260110-11:30:40-84166,2,8,22,System.oracle,throughputStat:last,34724.5
simulationTest-23-20260110-11:30:40-84167,2,8,23,System.oracle,throughputStat:last,34093.066666667
simulationTest-24-20260110-11:30:40-84168,2,8,24,System.oracle,throughputStat:last,33820
simulationTest-25-20260110-11:30:40-84169,2,8,25,System.oracle,throughputStat:last,34475.633333333
simulationTest-26-20260110-11:30:41-84170,2,8,26,System.oracle,throughputStat:last,34412.433333333
simulationTest-27-20260110-11:30:41-84171,2,8,27,System.oracle,throughputStat:last,34538.533333333
simulationTest-28-20260110-11:30:41-84172,2,8,28,System.oracle,throughputStat:last,34140.9
simulationTest-29-20260110-11:30:41-84173,2,8,29,System.oracle,throughputStat:last,34529.866666667
simulationTest-30-20260110-11:30:41-84174,2,8,30,System.oracle,throughputStat:last,33883.466666667
simulationTest-31-20260110-11:30:42-84175,2,8,31,System.oracle,throughputStat:last,34612.633333333
simulationTest-32-20260110-11:30:42-84176,2,8,32,System.oracle,throughputStat:last,34163
simulationTest-33-20260110-11:30:42-84177,2,8,33,System.oracle,throughputStat:last,34347.2
simulationTest-34-20260110-11:30:42-84178,2,8,34,System.oracle,throughputStat:last,35031.166666667
