run,K,N,repetition,module,name,value
simulationTest-315-20260110-11:32:15-84478,1000,12,0,System.oracle,AvgQLStat:mean,34.037848605578
simulationTest-316-20260110-11:32:15-84481,1000,12,1,System.oracle,AvgQLStat:mean,34.684926958831
simulationTest-317-20260110-11:32:15-84484,1000,12,2,System.oracle,AvgQLStat:mean,32.265604249668
simulationTest-318-20260110-11:32:16-84485,1000,12,3,System.oracle,AvgQLStat:mean,33.854581673307
simulationTest-319-20260110-11:32:16-84486,1000,12,4,System.oracle,AvgQLStat:mean,33.852589641434
simulationTest-320-20260110-11:32:17-84488,1000,12,5,System.oracle,AvgQLStat:mean,32.368525896414
simulationTest-321-20260110-11:32:17-84489,1000,12,6,System.oracle,AvgQLStat:mean,33.700531208499
simulationTest-322-20260110-11:32:18-84490,1000,12,7,System.oracle,AvgQLStat:mean,32.395086321381
simulationTest-323-20260110-11:32:18-84491,1000,12,8,System.oracle,AvgQLStat:mean,33.974767596282
simulationTest-324-20260110-11:32:18-84493,1000,12,9,System.oracle,AvgQLStat:mean,33.069721115538
simulationTest-325-20260110-11:32:19-84494,1000,12,10,System.oracle,AvgQLStat:mean,32.686586985392
simulationTest-326-20260110-11:32:19-84495,1000,12,11,System.oracle,AvgQLStat:mean,33.9697875166
simulationTest-327-20260110-11:32:20-84496,1000,12,12,System.oracle,AvgQLStat:mean,34.504980079681
simulationTest-328-20260110-11:32:20-84497,1000,12,13,System.oracle,AvgQLStat:mean,32.582005312085
simulationTest-329-20260110-11:32:20-84498,1000,12,14,System.oracle,AvgQLStat:mean,32.511288180611
simulationTest-330-20260110-11:32:21-84499,1000,12,15,System.oracle,AvgQLStat:mean,33.404714475432
simulationTest-331-20260110-11:32:21-84500,1000,12,16,System.oracle,AvgQLStat:mean,33.536852589641
simulationTest-332-20260110-11:32:22-84501,1000,12,17,System.oracle,AvgQLStat:mean,33.582337317397
simulationTest-333-20260110-11:32:22-84502,1000,12,18,System.oracle,AvgQLStat:mean,33.448871181939
simulationTest-334-20260110-11:32:22-84503,1000,12,19,System.oracle,AvgQLStat:mean,33.532204515272
