run,K,N,repetition,module,name,value
simulationTest-140-20260110-11:31:07-84289,1000,8,0,System.oracle,AvgQLStat:mean,30.04780876494
simulationTest-141-20260110-11:31:08-84290,1000,8,1,System.oracle,AvgQLStat:mean,30.035358565737
simulationTest-142-20260110-11:31:08-84291,1000,8,2,System.oracle,AvgQLStat:mean,30.259462151394
simulationTest-143-20260110-11:31:08-84292,1000,8,3,System.oracle,AvgQLStat:mean,28.217629482072
simulationTest-144-20260110-11:31:08-84293,1000,8,4,System.oracle,AvgQLStat:mean,31.141932270916
simulationTest-145-20260110-11:31:08-84294,1000,8,5,System.oracle,AvgQLStat:mean,31.163844621514
simulationTest-146-20260110-11:31:09-84295,1000,8,6,System.oracle,AvgQLStat:mean,31.363545816733
simulationTest-147-20260110-11:31:09-84296,1000,8,7,System.oracle,AvgQLStat:mean,31.828187250996
simulationTest-148-20260110-11:31:09-84297,1000,8,8,System.oracle,AvgQLStat:mean,30.402888446215
simulationTest-149-20260110-11:31:09-84298,1000,8,9,System.oracle,AvgQLStat:mean,30.566733067729
simulationTest-150-20260110-11:31:09-84299,1000,8,10,System.oracle,AvgQLStat:mean,30.858067729084
simulationTest-151-20260110-11:31:10-84300,1000,8,11,System.oracle,AvgQLStat:mean,30.06922310757
simulationTest-152-20260110-11:31:10-84301,1000,8,12,System.oracle,AvgQLStat:mean,31.110059760956
simulationTest-153-20260110-11:31:10-84302,1000,8,13,System.oracle,AvgQLStat:mean,30.734561752988
simulationTest-154-20260110-11:31:10-84303,1000,8,14,System.oracle,AvgQLStat:mean,30.207669322709
simulationTest-155-20260110-11:31:10-84304,1000,8,15,System.oracle,AvgQLStat:mean,30.659362549801
simulationTest-156-20260110-11:31:11-84305,1000,8,16,System.oracle,AvgQLStat:mean,29.957171314741
simulationTest-157-20260110-11:31:11-84306,1000,8,17,System.oracle,AvgQLStat:mean,30.138944223108
simulationTest-158-20260110-11:31:12-84307,1000,8,18,System.oracle,AvgQLStat:mean,29.771912350598
simulationTest-159-20260110-11:31:12-84308,1000,8,19,System.oracle,AvgQLStat:mean,30.747509960159
