run,K,N,repetition,module,name,value
simulationTest-770-20260110-11:35:46-84990,20,24,0,System.oracle,AvgQLStat:mean,171.12184594954
simulationTest-771-20260110-11:35:47-84992,20,24,1,System.oracle,AvgQLStat:mean,175.29399070385
simulationTest-772-20260110-11:35:47-84993,20,24,2,System.oracle,AvgQLStat:mean,181.2568061089
simulationTest-773-20260110-11:35:48-84997,20,24,3,System.oracle,AvgQLStat:mean,180.98821381142
simulationTest-774-20260110-11:35:49-85001,20,24,4,System.oracle,AvgQLStat:mean,169.87715803453
simulationTest-775-20260110-11:35:50-85004,20,24,5,System.oracle,AvgQLStat:mean,172.51726427623
simulationTest-776-20260110-11:35:50-85005,20,24,6,System.oracle,AvgQLStat:mean,159.6208499336
simulationTest-777-20260110-11:35:51-85007,20,24,7,System.oracle,AvgQLStat:mean,155.14342629482
simulationTest-778-20260110-11:35:52-85009,20,24,8,System.oracle,AvgQLStat:mean,161.53967463479
simulationTest-779-20260110-11:35:52-85010,20,24,9,System.oracle,AvgQLStat:mean,175.26079017264
simulationTest-780-20260110-11:35:53-85011,20,24,10,System.oracle,AvgQLStat:mean,164.52407038513
simulationTest-781-20260110-11:35:54-85012,20,24,11,System.oracle,AvgQLStat:mean,165.16500664011
simulationTest-782-20260110-11:35:54-85013,20,24,12,System.oracle,AvgQLStat:mean,161.52091633466
simulationTest-783-20260110-11:35:55-85014,20,24,13,System.oracle,AvgQLStat:mean,180.97310756972
simulationTest-784-20260110-11:35:56-85015,20,24,14,System.oracle,AvgQLStat:mean,169.77705843293
simulationTest-785-20260110-11:35:56-85016,20,24,15,System.oracle,AvgQLStat:mean,166.97991367862
simulationTest-786-20260110-11:35:57-85017,20,24,16,System.oracle,AvgQLStat:mean,164.70899734396
simulationTest-787-20260110-11:35:57-85018,20,24,17,System.oracle,AvgQLStat:mean,159.84711155378
simulationTest-788-20260110-11:35:58-85019,20,24,18,System.oracle,AvgQLStat:mean,159.56108897742
simulationTest-789-20260110-11:35:59-85020,20,24,19,System.oracle,AvgQLStat:mean,162.12549800797
