B_2
0,0053333333333333
0
0
0
0,0053333333333333
0,026666666666667
0
0
0,0053333333333333
0
0,026666666666667
0
0,0053333333333333
0
0
0,026666666666667
0
0
0
0,0053333333333333
0,016
0
0
0,0053333333333333
0
0
0
0,0053333333333333
0,0053333333333333
0,0053333333333333
0,0053333333333333
0,0053333333333333
0
0
0
