ThroughputStat:last
801869,7
806816,8
808379,53333333
812374,53333333
817881,23333333
820448,36666667
812645,06666667
806153,6
805014,4
792669,93333333
814371,66666667
808490,23333333
811881,56666667
811727,2
807398,73333333
814644,06666667
818696,33333333
806596,93333333
811507,3
809625,13333333
809685,53333333
803868,76666667
804793,93333333
813167,26666667
813107,7
817627,2
802004,26666667
815729,1
812417,83333333
816143,46666667
809259,1
804676,33333333
802264,06666667
814430,63333333
811943,2
