B_2
0,15466666666667
0,17333333333333
0,16533333333333
0,098666666666667
0,22133333333333
0,224
0,184
0,22933333333333
0,22133333333333
0,232
0,192
0,136
0,216
0,23733333333333
0,20266666666667
0,264
0,2
0,216
0,13066666666667
0,34133333333333
0,208
0,26133333333333
0,216
0,14666666666667
0,28533333333333
0,26133333333333
0,20266666666667
0,23466666666667
0,14933333333333
0,128
0,28266666666667
0,22133333333333
0,17866666666667
0,248
0,176
0,152
0,28266666666667
0,18666666666667
0,28266666666667
0,25333333333333
0,28
0,17866666666667
0,17333333333333
0,16
0,20266666666667
0,17066666666667
0,19733333333333
0,14133333333333
0,26933333333333
0,24533333333333
0,21333333333333
0,22933333333333
0,192
0,184
0,16266666666667
0,22133333333333
0,26133333333333
0,18933333333333
0,248
0,19466666666667
0,13333333333333
0,22666666666667
0,224
0,224
0,23466666666667
0,328
0,17866666666667
0,20266666666667
0,12
0,16533333333333
0,25066666666667
0,17333333333333
0,26133333333333
0,28266666666667
0,18666666666667
0,232
0,176
0,19466666666667
0,208
0,13333333333333
0,38133333333333
0,20266666666667
0,21333333333333
0,216
0,12
0,17866666666667
0,21866666666667
0,264
0,28266666666667
0,272
0,14666666666667
0,16533333333333
0,20266666666667
0,25866666666667
0,224
0,21333333333333
0,144
0,23466666666667
0,28
0,224
0,18133333333333
0,25333333333333
0,17333333333333
0,2
0,20533333333333
0,112
0,18133333333333
0,2
0,15733333333333
0,21333333333333
0,26933333333333
0,18133333333333
0,144
0,30933333333333
0,28
0,22933333333333
0,16533333333333
0,176
0,29333333333333
0,31466666666667
0,19733333333333
0,224
0,15733333333333
0,20266666666667
0,10666666666667
0,216
0,22133333333333
0,25866666666667
0,17866666666667
0,208
0,090666666666667
0,232
0,16533333333333
0,19733333333333
0,26133333333333
0,24533333333333
0,18133333333333
0,288
0,25333333333333
0,18666666666667
0,18933333333333
0,248
0,22133333333333
0,288
0,28266666666667
0,2
0,256
0,19733333333333
0,208
0,16266666666667
0,20266666666667
0,208
0,13333333333333
0,20533333333333
0,25066666666667
0,24266666666667
0,30933333333333
0,24
0,19733333333333
0,23466666666667
0,18133333333333
0,28266666666667
0,22133333333333
0,15733333333333
0,25866666666667
0,24
0,19466666666667
0,17333333333333
0,248
0,32
0,28533333333333
0,304
0,32266666666667
0,21066666666667
0,208
0,20266666666667
0,288
0,12266666666667
0,296
0,14666666666667
0,24
0,13866666666667
0,10933333333333
0,21333333333333
0,24266666666667
0,16
0,19466666666667
0,22133333333333
0,13066666666667
0,23733333333333
0,22666666666667
0,24266666666667
0,37333333333333
0,184
0,21066666666667
0,21333333333333
0,17066666666667
0,288
0,29866666666667
0,18666666666667
