run,K,N,repetition,module,name,value
simulationTest-302-20260108-13:40:30-54769,2,20,2,System.oracle,throughputStat:last,39754.633333333
simulationTest-303-20260108-13:40:30-54770,2,20,3,System.oracle,throughputStat:last,39751.833333333
simulationTest-304-20260108-13:40:31-54773,2,20,4,System.oracle,throughputStat:last,39753.266666667
simulationTest-305-20260108-13:40:31-54774,2,20,5,System.oracle,throughputStat:last,39755.3
simulationTest-306-20260108-13:40:32-54775,2,20,6,System.oracle,throughputStat:last,39752.2
simulationTest-307-20260108-13:40:32-54776,2,20,7,System.oracle,throughputStat:last,39755.7
simulationTest-308-20260108-13:40:32-54777,2,20,8,System.oracle,throughputStat:last,39745.7
simulationTest-309-20260108-13:40:33-54778,2,20,9,System.oracle,throughputStat:last,39748.766666667
simulationTest-310-20260108-13:40:33-54779,2,20,10,System.oracle,throughputStat:last,39755.966666667
simulationTest-311-20260108-13:40:34-54780,2,20,11,System.oracle,throughputStat:last,39755.5
simulationTest-312-20260108-13:40:34-54781,2,20,12,System.oracle,throughputStat:last,39751.466666667
simulationTest-313-20260108-13:40:34-54782,2,20,13,System.oracle,throughputStat:last,39755.5
simulationTest-314-20260108-13:40:35-54783,2,20,14,System.oracle,throughputStat:last,39756.933333333
simulationTest-315-20260108-13:40:35-54784,2,20,15,System.oracle,throughputStat:last,39751.766666667
simulationTest-316-20260108-13:40:36-54785,2,20,16,System.oracle,throughputStat:last,39753.566666667
simulationTest-317-20260108-13:40:36-54786,2,20,17,System.oracle,throughputStat:last,39748.433333333
simulationTest-318-20260108-13:40:37-54787,2,20,18,System.oracle,throughputStat:last,39748.466666667
simulationTest-319-20260108-13:40:37-54788,2,20,19,System.oracle,throughputStat:last,39746.866666667
simulationTest-320-20260108-13:40:37-54789,5,20,0,System.oracle,throughputStat:last,476036.3
simulationTest-321-20260108-13:40:38-54790,5,20,1,System.oracle,throughputStat:last,483358.06666667
simulationTest-322-20260108-13:40:38-54791,5,20,2,System.oracle,throughputStat:last,485016.9
simulationTest-323-20260108-13:40:39-54792,5,20,3,System.oracle,throughputStat:last,481752.5
simulationTest-324-20260108-13:40:39-54793,5,20,4,System.oracle,throughputStat:last,482897.4
simulationTest-325-20260108-13:40:39-54794,5,20,5,System.oracle,throughputStat:last,477818.5
simulationTest-326-20260108-13:40:40-54796,5,20,6,System.oracle,throughputStat:last,483575.8
simulationTest-327-20260108-13:40:40-54797,5,20,7,System.oracle,throughputStat:last,481854.13333333
simulationTest-328-20260108-13:40:41-54799,5,20,8,System.oracle,throughputStat:last,480013.66666667
simulationTest-329-20260108-13:40:41-54803,5,20,9,System.oracle,throughputStat:last,484130.1
simulationTest-330-20260108-13:40:41-54806,5,20,10,System.oracle,throughputStat:last,485053.16666667
simulationTest-331-20260108-13:40:42-54807,5,20,11,System.oracle,throughputStat:last,483631.46666667
simulationTest-332-20260108-13:40:42-54808,5,20,12,System.oracle,throughputStat:last,478894.03333333
simulationTest-333-20260108-13:40:43-54810,5,20,13,System.oracle,throughputStat:last,484581.26666667
simulationTest-334-20260108-13:40:43-54811,5,20,14,System.oracle,throughputStat:last,478856.93333333
simulationTest-335-20260108-13:40:44-54812,5,20,15,System.oracle,throughputStat:last,475215.16666667
simulationTest-336-20260108-13:40:44-54813,5,20,16,System.oracle,throughputStat:last,474616.9
simulationTest-337-20260108-13:40:45-54815,5,20,17,System.oracle,throughputStat:last,479787.76666667
simulationTest-338-20260108-13:40:45-54816,5,20,18,System.oracle,throughputStat:last,473772.23333333
simulationTest-339-20260108-13:40:45-54817,5,20,19,System.oracle,throughputStat:last,480042.86666667
simulationTest-340-20260108-13:40:46-54818,20,20,0,System.oracle,throughputStat:last,516588.03333333
simulationTest-341-20260108-13:40:46-54819,20,20,1,System.oracle,throughputStat:last,516633.86666667
simulationTest-342-20260108-13:40:47-54821,20,20,2,System.oracle,throughputStat:last,518612.13333333
simulationTest-343-20260108-13:40:47-54822,20,20,3,System.oracle,throughputStat:last,514641.86666667
simulationTest-344-20260108-13:40:47-54823,20,20,4,System.oracle,throughputStat:last,517868.86666667
simulationTest-345-20260108-13:40:48-54824,20,20,5,System.oracle,throughputStat:last,517413.23333333
simulationTest-346-20260108-13:40:48-54825,20,20,6,System.oracle,throughputStat:last,517677.1
simulationTest-347-20260108-13:40:49-54826,20,20,7,System.oracle,throughputStat:last,516896.5
simulationTest-348-20260108-13:40:49-54827,20,20,8,System.oracle,throughputStat:last,516113.76666667
simulationTest-349-20260108-13:40:50-54828,20,20,9,System.oracle,throughputStat:last,514547.5
simulationTest-350-20260108-13:40:50-54829,20,20,10,System.oracle,throughputStat:last,516811.2
simulationTest-351-20260108-13:40:50-54830,20,20,11,System.oracle,throughputStat:last,516871
simulationTest-352-20260108-13:40:51-54831,20,20,12,System.oracle,throughputStat:last,516132.2
simulationTest-353-20260108-13:40:51-54832,20,20,13,System.oracle,throughputStat:last,518587.13333333
simulationTest-354-20260108-13:40:52-54833,20,20,14,System.oracle,throughputStat:last,516565.76666667
simulationTest-355-20260108-13:40:52-54834,20,20,15,System.oracle,throughputStat:last,515818
simulationTest-356-20260108-13:40:52-54835,20,20,16,System.oracle,throughputStat:last,517144.63333333
simulationTest-357-20260108-13:40:53-54836,20,20,17,System.oracle,throughputStat:last,516846.83333333
simulationTest-358-20260108-13:40:53-54837,20,20,18,System.oracle,throughputStat:last,513750.93333333
simulationTest-359-20260108-13:40:54-54838,20,20,19,System.oracle,throughputStat:last,515291.06666667
simulationTest-360-20260108-13:40:54-54839,50,20,0,System.oracle,throughputStat:last,516764.6
simulationTest-361-20260108-13:40:55-54840,50,20,1,System.oracle,throughputStat:last,516148.03333333
simulationTest-362-20260108-13:40:55-54841,50,20,2,System.oracle,throughputStat:last,517401.9
simulationTest-363-20260108-13:40:55-54843,50,20,3,System.oracle,throughputStat:last,515697.3
simulationTest-364-20260108-13:40:56-54845,50,20,4,System.oracle,throughputStat:last,518072.26666667
simulationTest-365-20260108-13:40:56-54846,50,20,5,System.oracle,throughputStat:last,516044.66666667
simulationTest-366-20260108-13:40:57-54847,50,20,6,System.oracle,throughputStat:last,516425.8
simulationTest-367-20260108-13:40:57-54848,50,20,7,System.oracle,throughputStat:last,517760.7
simulationTest-368-20260108-13:40:57-54849,50,20,8,System.oracle,throughputStat:last,518248.6
simulationTest-369-20260108-13:40:58-54850,50,20,9,System.oracle,throughputStat:last,515795.26666667
simulationTest-370-20260108-13:40:58-54851,50,20,10,System.oracle,throughputStat:last,514512.43333333
simulationTest-371-20260108-13:40:59-54852,50,20,11,System.oracle,throughputStat:last,517151.93333333
simulationTest-372-20260108-13:40:59-54853,50,20,12,System.oracle,throughputStat:last,516841.73333333
simulationTest-373-20260108-13:40:59-54854,50,20,13,System.oracle,throughputStat:last,518276.7
simulationTest-374-20260108-13:41:00-54855,50,20,14,System.oracle,throughputStat:last,517252.23333333
simulationTest-375-20260108-13:41:00-54856,50,20,15,System.oracle,throughputStat:last,515709.7
simulationTest-376-20260108-13:41:01-54857,50,20,16,System.oracle,throughputStat:last,517697
simulationTest-377-20260108-13:41:01-54858,50,20,17,System.oracle,throughputStat:last,516470.43333333
simulationTest-378-20260108-13:41:02-54859,50,20,18,System.oracle,throughputStat:last,515830.73333333
simulationTest-379-20260108-13:41:02-54860,50,20,19,System.oracle,throughputStat:last,518021.03333333
simulationTest-380-20260108-13:41:02-54861,1000,20,0,System.oracle,throughputStat:last,516993.63333333
simulationTest-381-20260108-13:41:03-54862,1000,20,1,System.oracle,throughputStat:last,515366.66666667
simulationTest-382-20260108-13:41:03-54863,1000,20,2,System.oracle,throughputStat:last,518395.26666667
simulationTest-383-20260108-13:41:04-54864,1000,20,3,System.oracle,throughputStat:last,515595.96666667
simulationTest-384-20260108-13:41:04-54865,1000,20,4,System.oracle,throughputStat:last,517011.13333333
simulationTest-385-20260108-13:41:04-54866,1000,20,5,System.oracle,throughputStat:last,517850.83333333
simulationTest-386-20260108-13:41:05-54867,1000,20,6,System.oracle,throughputStat:last,518191.73333333
simulationTest-387-20260108-13:41:05-54868,1000,20,7,System.oracle,throughputStat:last,514597.43333333
simulationTest-388-20260108-13:41:06-54869,1000,20,8,System.oracle,throughputStat:last,516899.5
simulationTest-389-20260108-13:41:06-54870,1000,20,9,System.oracle,throughputStat:last,515773.03333333
simulationTest-390-20260108-13:41:07-54872,1000,20,10,System.oracle,throughputStat:last,518393.53333333
simulationTest-391-20260108-13:41:07-54875,1000,20,11,System.oracle,throughputStat:last,516854.36666667
simulationTest-392-20260108-13:41:07-54876,1000,20,12,System.oracle,throughputStat:last,518304.36666667
simulationTest-393-20260108-13:41:08-54877,1000,20,13,System.oracle,throughputStat:last,519535.26666667
simulationTest-394-20260108-13:41:08-54878,1000,20,14,System.oracle,throughputStat:last,516577.23333333
simulationTest-395-20260108-13:41:09-54879,1000,20,15,System.oracle,throughputStat:last,516963.93333333
simulationTest-396-20260108-13:41:09-54880,1000,20,16,System.oracle,throughputStat:last,518007.36666667
simulationTest-397-20260108-13:41:09-54882,1000,20,17,System.oracle,throughputStat:last,518630.16666667
simulationTest-398-20260108-13:41:10-54883,1000,20,18,System.oracle,throughputStat:last,514711.43333333
simulationTest-399-20260108-13:41:10-54884,1000,20,19,System.oracle,throughputStat:last,516168.6
simulationTest-400-20260108-13:41:11-54885,2,24,0,System.oracle,throughputStat:last,39760.466666667
simulationTest-401-20260108-13:41:11-54889,2,24,1,System.oracle,throughputStat:last,39752.366666667
simulationTest-402-20260108-13:41:12-54891,2,24,2,System.oracle,throughputStat:last,39756.633333333
simulationTest-403-20260108-13:41:13-54893,2,24,3,System.oracle,throughputStat:last,39761.266666667
simulationTest-404-20260108-13:41:13-54894,2,24,4,System.oracle,throughputStat:last,39761.366666667
simulationTest-405-20260108-13:41:14-54895,2,24,5,System.oracle,throughputStat:last,39763.433333333
simulationTest-406-20260108-13:41:15-54900,2,24,6,System.oracle,throughputStat:last,39760.933333333
simulationTest-407-20260108-13:41:16-54901,2,24,7,System.oracle,throughputStat:last,39754.766666667
simulationTest-408-20260108-13:41:16-54902,2,24,8,System.oracle,throughputStat:last,39761.633333333
simulationTest-409-20260108-13:41:17-54903,2,24,9,System.oracle,throughputStat:last,39758.566666667
simulationTest-410-20260108-13:41:18-54904,2,24,10,System.oracle,throughputStat:last,39761.7
simulationTest-411-20260108-13:41:19-54905,2,24,11,System.oracle,throughputStat:last,39761.3
simulationTest-412-20260108-13:41:19-54907,2,24,12,System.oracle,throughputStat:last,39757.266666667
simulationTest-413-20260108-13:41:20-54909,2,24,13,System.oracle,throughputStat:last,39755.9
simulationTest-414-20260108-13:41:21-54913,2,24,14,System.oracle,throughputStat:last,39761.733333333
simulationTest-415-20260108-13:41:22-54915,2,24,15,System.oracle,throughputStat:last,39758.733333333
simulationTest-416-20260108-13:41:23-54919,2,24,16,System.oracle,throughputStat:last,39762.333333333
simulationTest-417-20260108-13:41:23-54921,2,24,17,System.oracle,throughputStat:last,39765.233333333
simulationTest-418-20260108-13:41:24-54928,2,24,18,System.oracle,throughputStat:last,39762.6
simulationTest-419-20260108-13:41:25-54933,2,24,19,System.oracle,throughputStat:last,39758.933333333
simulationTest-420-20260108-13:41:26-54934,5,24,0,System.oracle,throughputStat:last,524803.26666667
simulationTest-421-20260108-13:41:27-54935,5,24,1,System.oracle,throughputStat:last,522710.66666667
simulationTest-422-20260108-13:41:27-54936,5,24,2,System.oracle,throughputStat:last,523304.46666667
simulationTest-423-20260108-13:41:28-54937,5,24,3,System.oracle,throughputStat:last,523761.33333333
simulationTest-424-20260108-13:41:29-54939,5,24,4,System.oracle,throughputStat:last,518474.66666667
simulationTest-425-20260108-13:41:29-54940,5,24,5,System.oracle,throughputStat:last,530579.3
simulationTest-426-20260108-13:41:30-54941,5,24,6,System.oracle,throughputStat:last,520082.7
simulationTest-427-20260108-13:41:31-54942,5,24,7,System.oracle,throughputStat:last,523245.63333333
simulationTest-428-20260108-13:41:31-54943,5,24,8,System.oracle,throughputStat:last,519659.7
simulationTest-429-20260108-13:41:32-54944,5,24,9,System.oracle,throughputStat:last,522612.2
simulationTest-430-20260108-13:41:32-54945,5,24,10,System.oracle,throughputStat:last,525818.4
simulationTest-431-20260108-13:41:33-54946,5,24,11,System.oracle,throughputStat:last,528031.86666667
simulationTest-432-20260108-13:41:34-54947,5,24,12,System.oracle,throughputStat:last,512801.96666667
simulationTest-433-20260108-13:41:34-54948,5,24,13,System.oracle,throughputStat:last,519263.66666667
simulationTest-434-20260108-13:41:35-54951,5,24,14,System.oracle,throughputStat:last,527530.23333333
simulationTest-435-20260108-13:41:35-54952,5,24,15,System.oracle,throughputStat:last,521684.86666667
simulationTest-436-20260108-13:41:36-54954,5,24,16,System.oracle,throughputStat:last,526775.4
simulationTest-437-20260108-13:41:37-54958,5,24,17,System.oracle,throughputStat:last,519080.7
simulationTest-438-20260108-13:41:37-54960,5,24,18,System.oracle,throughputStat:last,513376.33333333
simulationTest-439-20260108-13:41:38-54961,5,24,19,System.oracle,throughputStat:last,517468.26666667
simulationTest-440-20260108-13:41:39-54962,20,24,0,System.oracle,throughputStat:last,616121.13333333
simulationTest-441-20260108-13:41:39-54966,20,24,1,System.oracle,throughputStat:last,615826.2
simulationTest-442-20260108-13:41:40-54969,20,24,2,System.oracle,throughputStat:last,619249.36666667
simulationTest-443-20260108-13:41:41-54971,20,24,3,System.oracle,throughputStat:last,617192.66666667
simulationTest-444-20260108-13:41:42-54974,20,24,4,System.oracle,throughputStat:last,618046.63333333
simulationTest-445-20260108-13:41:43-54975,20,24,5,System.oracle,throughputStat:last,618201.66666667
simulationTest-446-20260108-13:41:43-54977,20,24,6,System.oracle,throughputStat:last,615729.2
simulationTest-447-20260108-13:41:44-54978,20,24,7,System.oracle,throughputStat:last,614674.7
simulationTest-448-20260108-13:41:45-54982,20,24,8,System.oracle,throughputStat:last,617841.76666667
simulationTest-449-20260108-13:41:46-54983,20,24,9,System.oracle,throughputStat:last,616502.86666667
simulationTest-450-20260108-13:41:46-54984,20,24,10,System.oracle,throughputStat:last,618770.33333333
simulationTest-451-20260108-13:41:47-54985,20,24,11,System.oracle,throughputStat:last,619424.6
simulationTest-452-20260108-13:41:48-54986,20,24,12,System.oracle,throughputStat:last,616751.66666667
simulationTest-453-20260108-13:41:48-54987,20,24,13,System.oracle,throughputStat:last,620335.16666667
simulationTest-454-20260108-13:41:49-54988,20,24,14,System.oracle,throughputStat:last,615888.9
simulationTest-455-20260108-13:41:50-54989,20,24,15,System.oracle,throughputStat:last,617648.2
simulationTest-456-20260108-13:41:50-54990,20,24,16,System.oracle,throughputStat:last,616896.96666667
simulationTest-457-20260108-13:41:51-54991,20,24,17,System.oracle,throughputStat:last,617121.66666667
simulationTest-458-20260108-13:41:51-54992,20,24,18,System.oracle,throughputStat:last,617794.66666667
simulationTest-459-20260108-13:41:52-54993,20,24,19,System.oracle,throughputStat:last,615540.03333333
simulationTest-460-20260108-13:41:53-54994,50,24,0,System.oracle,throughputStat:last,618765.3
simulationTest-461-20260108-13:41:53-54996,50,24,1,System.oracle,throughputStat:last,614647.4
simulationTest-462-20260108-13:41:54-54997,50,24,2,System.oracle,throughputStat:last,615805
simulationTest-463-20260108-13:41:55-54999,50,24,3,System.oracle,throughputStat:last,618839.3
simulationTest-464-20260108-13:41:55-55001,50,24,4,System.oracle,throughputStat:last,619247
simulationTest-465-20260108-13:41:56-55002,50,24,5,System.oracle,throughputStat:last,616923.1
simulationTest-466-20260108-13:41:56-55003,50,24,6,System.oracle,throughputStat:last,615748.06666667
simulationTest-467-20260108-13:41:57-55004,50,24,7,System.oracle,throughputStat:last,615971
simulationTest-468-20260108-13:41:58-55005,50,24,8,System.oracle,throughputStat:last,616791.93333333
simulationTest-469-20260108-13:41:58-55008,50,24,9,System.oracle,throughputStat:last,619204.73333333
simulationTest-470-20260108-13:41:59-55010,50,24,10,System.oracle,throughputStat:last,619912.56666667
simulationTest-471-20260108-13:42:00-55011,50,24,11,System.oracle,throughputStat:last,620759.6
simulationTest-472-20260108-13:42:00-55012,50,24,12,System.oracle,throughputStat:last,615551.4
simulationTest-473-20260108-13:42:01-55013,50,24,13,System.oracle,throughputStat:last,620648.8
simulationTest-474-20260108-13:42:01-55014,50,24,14,System.oracle,throughputStat:last,619168.7
simulationTest-475-20260108-13:42:02-55015,50,24,15,System.oracle,throughputStat:last,615558.76666667
simulationTest-476-20260108-13:42:03-55019,50,24,16,System.oracle,throughputStat:last,618300.4
simulationTest-477-20260108-13:42:03-55021,50,24,17,System.oracle,throughputStat:last,615852.13333333
simulationTest-478-20260108-13:42:04-55025,50,24,18,System.oracle,throughputStat:last,613854.26666667
simulationTest-479-20260108-13:42:05-55026,50,24,19,System.oracle,throughputStat:last,617279.5
simulationTest-480-20260108-13:42:06-55027,1000,24,0,System.oracle,throughputStat:last,619032.6
simulationTest-481-20260108-13:42:07-55028,1000,24,1,System.oracle,throughputStat:last,617681.46666667
simulationTest-482-20260108-13:42:07-55030,1000,24,2,System.oracle,throughputStat:last,616148.36666667
simulationTest-483-20260108-13:42:08-55031,1000,24,3,System.oracle,throughputStat:last,619662.53333333
simulationTest-484-20260108-13:42:09-55032,1000,24,4,System.oracle,throughputStat:last,618029.8
simulationTest-485-20260108-13:42:09-55034,1000,24,5,System.oracle,throughputStat:last,617267.03333333
simulationTest-486-20260108-13:42:10-55035,1000,24,6,System.oracle,throughputStat:last,615449.93333333
simulationTest-487-20260108-13:42:10-55036,1000,24,7,System.oracle,throughputStat:last,616387.1
simulationTest-488-20260108-13:42:11-55037,1000,24,8,System.oracle,throughputStat:last,614246.2
simulationTest-489-20260108-13:42:12-55038,1000,24,9,System.oracle,throughputStat:last,621026.93333333
simulationTest-490-20260108-13:42:12-55039,1000,24,10,System.oracle,throughputStat:last,621041.8
simulationTest-491-20260108-13:42:13-55044,1000,24,11,System.oracle,throughputStat:last,619628.56666667
simulationTest-492-20260108-13:42:14-55045,1000,24,12,System.oracle,throughputStat:last,615327
simulationTest-493-20260108-13:42:14-55046,1000,24,13,System.oracle,throughputStat:last,619381.43333333
simulationTest-494-20260108-13:42:15-55048,1000,24,14,System.oracle,throughputStat:last,616603.46666667
simulationTest-495-20260108-13:42:17-55050,1000,24,15,System.oracle,throughputStat:last,616724.6
simulationTest-496-20260108-13:42:18-55051,1000,24,16,System.oracle,throughputStat:last,619526.93333333
simulationTest-497-20260108-13:42:18-55053,1000,24,17,System.oracle,throughputStat:last,617730.1
simulationTest-498-20260108-13:42:19-55054,1000,24,18,System.oracle,throughputStat:last,616701.23333333
simulationTest-499-20260108-13:42:19-55056,1000,24,19,System.oracle,throughputStat:last,616450.26666667
