run,measurement,repetition,module,name,value
throughputContinuityTest-68-20260107-20:02:33-31051,5,8,System.oracle,throughputStat:last,15976.45
throughputContinuityTest-69-20260107-20:02:34-31052,5,9,System.oracle,throughputStat:last,16368.6
throughputContinuityTest-70-20260107-20:02:34-31053,5,10,System.oracle,throughputStat:last,16195
throughputContinuityTest-71-20260107-20:02:34-31054,5,11,System.oracle,throughputStat:last,16365.1
throughputContinuityTest-72-20260107-20:02:34-31055,5,12,System.oracle,throughputStat:last,15938.95
throughputContinuityTest-73-20260107-20:02:34-31056,5,13,System.oracle,throughputStat:last,16305.85
throughputContinuityTest-74-20260107-20:02:35-31057,5,14,System.oracle,throughputStat:last,16359.95
throughputContinuityTest-75-20260107-20:02:35-31058,5,15,System.oracle,throughputStat:last,15874.45
throughputContinuityTest-76-20260107-20:02:35-31059,5,16,System.oracle,throughputStat:last,16533.65
throughputContinuityTest-77-20260107-20:02:35-31060,5,17,System.oracle,throughputStat:last,15792.95
throughputContinuityTest-78-20260107-20:02:35-31061,5,18,System.oracle,throughputStat:last,16217.8
throughputContinuityTest-79-20260107-20:02:36-31062,5,19,System.oracle,throughputStat:last,15737.5
throughputContinuityTest-80-20260107-20:02:36-31063,6,0,System.oracle,throughputStat:last,19122.7
throughputContinuityTest-81-20260107-20:02:36-31064,6,1,System.oracle,throughputStat:last,19566.55
throughputContinuityTest-82-20260107-20:02:36-31065,6,2,System.oracle,throughputStat:last,19251.1
throughputContinuityTest-83-20260107-20:02:37-31066,6,3,System.oracle,throughputStat:last,19646.65
throughputContinuityTest-84-20260107-20:02:37-31067,6,4,System.oracle,throughputStat:last,19477
throughputContinuityTest-85-20260107-20:02:37-31068,6,5,System.oracle,throughputStat:last,19272.5
throughputContinuityTest-86-20260107-20:02:37-31069,6,6,System.oracle,throughputStat:last,20001.15
throughputContinuityTest-87-20260107-20:02:37-31070,6,7,System.oracle,throughputStat:last,19264.45
throughputContinuityTest-88-20260107-20:02:38-31071,6,8,System.oracle,throughputStat:last,19490.85
throughputContinuityTest-89-20260107-20:02:38-31072,6,9,System.oracle,throughputStat:last,19527.5
throughputContinuityTest-90-20260107-20:02:38-31073,6,10,System.oracle,throughputStat:last,19010.35
throughputContinuityTest-91-20260107-20:02:38-31074,6,11,System.oracle,throughputStat:last,19643.35
throughputContinuityTest-92-20260107-20:02:38-31075,6,12,System.oracle,throughputStat:last,19513.75
throughputContinuityTest-93-20260107-20:02:39-31076,6,13,System.oracle,throughputStat:last,19450
throughputContinuityTest-94-20260107-20:02:39-31077,6,14,System.oracle,throughputStat:last,19147.3
throughputContinuityTest-95-20260107-20:02:39-31078,6,15,System.oracle,throughputStat:last,19318.45
throughputContinuityTest-96-20260107-20:02:39-31079,6,16,System.oracle,throughputStat:last,19477.4
throughputContinuityTest-97-20260107-20:02:39-31080,6,17,System.oracle,throughputStat:last,19256.85
throughputContinuityTest-98-20260107-20:02:40-31081,6,18,System.oracle,throughputStat:last,19369.6
throughputContinuityTest-99-20260107-20:02:40-31082,6,19,System.oracle,throughputStat:last,19718.9
